"user_pk","id","review_count","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","V34"
1071,"rjsg****","42","괴물","헬보이 2: 골든 아미","몬테 크리스토 백작","타이탄","헌츠맨: 윈터스 워","토르: 천둥의 신","섀도우 헌터스 : 뼈의 도시","쏜다","이탈리안 잡","식스틴 블럭","폭풍 속으로","황금나침반","폼페이: 최후의 날","핸콕","아포칼립토","감기","올 이즈 로스트","정복자 1453","신해혁명","가디언","하트 오브 더 씨","천하칠검 양가장","드래곤 블레이드","LA 대지진","7인의 사무라이","강철중: 공공의 적 1-1","생텀","포세이돈","투건스","노킹 온 헤븐스 도어",NA
1080,"nobl****","58","강철중: 공공의 적 1-1","핸콕","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","투건스","노킹 온 헤븐스 도어","자토이치","불이신탐","거북이 달린다","괴물","콘스탄틴","펄프 픽션","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","사보타지","데드폴","폴리스 스토리 2014","분노의 질주: 언리미티드","무간도 2 - 혼돈의 시대","히트","리클레임",NA
1083,"bono****","40","괴물","헬보이 2: 골든 아미","코어","엑스맨: 퍼스트 클래스","심연","2012","월드워Z","왓치맨","셜록 홈즈","하이-라이즈","디스트릭트 9","브이 포 벤데타","크로니클","아이언맨","푸시","초능력자","미션 투 마스","로스트 인 스페이스","혹성탈출: 반격의 서막","트랜센던스","마이너리티 리포트","이탈리안 잡","식스틴 블럭","폭풍 속으로","블레이드 러너","신 고질라","리얼 스틸","엘리시움","설국열차","몬테 크리스토 백작",NA
1089,"natu****","39","몬테 크리스토 백작","이탈리안 잡","식스틴 블럭","폭풍 속으로","강철중: 공공의 적 1-1","괴물","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","사보타지","데드폴","폴리스 스토리 2014","분노의 질주: 언리미티드","무간도 2 - 혼돈의 시대","히트","리클레임","폭력의 역사","뷰티풀 선데이","쓰리데이즈 투 킬","생텀","테이큰","닌자 어쌔신","콘트라밴드","니드 포 스피드","씬 시티","호스티지","프레셔스 카고 : 프로 범죄단","이지 머니",NA
1094,"pica****","46","필라델피아","부러진 화살","다가오는 것들","노이 알비노이","릴리 슈슈의 모든 것","해안선","에곤 쉴레: 욕망이 그린 그림","내 인생의 마지막 변화구","푸른소금","플레이","나의 독재자","산다","디어리스트","뷰티풀 라이","아리아","오직 그대만","피아니스트","별이 빛나는 밤","천국의 책방 - 연화","타인의 멜로디","밤과 낮","설행_눈길을 걷다","도쿄!","오아시스","열한번째 엄마","다른나라에서","셀마","삼나무에 내리는 눈","허브","하류인생",NA
1098,"boun****","37","폴링 스노우","당신이 사랑하는 동안에","더 클럽","언페이스풀","더 테러 라이브","제3의 사나이","K-19 위도우메이커","스트레인저랜드","더 트루스: 무언의 제보자","몽타주","탐엣더팜","인터프리터","플라이트플랜","퍼스널 쇼퍼","퍼펙트 스톰","파괴된 사나이","모스트 원티드 맨","패트리어트 데이","감출 수 없는 본능-몰카","언싱커블","오픈 워터","감금의 시간","밀레니엄 : 여자를 증오한 남자들","감옥정사","아버지의 이름으로","스파이 브릿지","폭스캐처","의뢰인","더 파이브","버진 스노우",NA
1100,"sera****","54","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","스푹스:MI5","신의 전사","배틀로얄","하이-라이즈","디스트릭트 9","어브덕션","브이 포 벤데타",NA
1106,"moto****","50","강철중: 공공의 적 1-1","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","스푹스:MI5","신의 전사","배틀로얄","어브덕션","킬 빌 - 2부","로드 오브 워",NA
1114,"chlt****","57","박치기!","인 디 에어","실버라이닝 플레이북","시럽","스턱 인 러브","500일의 썸머","터미널","왓 이프","이프 온리","카페 소사이어티","캐쉬백","내 깡패 같은 애인","도쿄 택시","아티스트","엽기적인 그녀","스위트 보이스","들어는 봤니? 모건 부부","매직 인 더 문라이트","로마의 휴일","해피프렌치섹스","러브 액츄얼리","굿모닝 에브리원","우리 집에 왜 왔니","돈 쥬앙","내 남자의 아내도 좋아","음란서생","시애틀의 잠 못 이루는 밤","내 머리 속의 지우개","그는 당신에게 반하지 않았다","연애사진",NA
1123,"dbsg****","78","괴물","헬보이 2: 골든 아미","쏜다","황금나침반","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","코어","엑스맨: 퍼스트 클래스","심연","2012","월드워Z","생텀","포세이돈","핸콕","아포칼립토","감기","올 이즈 로스트","정복자 1453","신해혁명","가디언","하트 오브 더 씨","천하칠검 양가장","드래곤 블레이드","LA 대지진",NA
1127,"chlw****","83","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","스푹스:MI5","신의 전사","배틀로얄","하이-라이즈","디스트릭트 9","브이 포 벤데타","크로니클",NA
1128,"nick****","50","괴물","코어","엑스맨: 퍼스트 클래스","심연","2012","월드워Z","쏜다","생텀","포세이돈","헬보이 2: 골든 아미","아포칼립토","감기","올 이즈 로스트","정복자 1453","신해혁명","가디언","하트 오브 더 씨","천하칠검 양가장","드래곤 블레이드","LA 대지진","7인의 사무라이","황금나침반","로스트 인 스페이스","본 슈프리머시","디시에르토","본 아이덴티티","이탈리안 잡","식스틴 블럭","폭풍 속으로","헤이와이어",NA
1129,"sams****","65","강철중: 공공의 적 1-1","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","스푹스:MI5","신의 전사","배틀로얄","아마겟돈","몬테 크리스토 백작","박치기!",NA
1137,"mong****","38","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","사보타지","데드폴","폴리스 스토리 2014","분노의 질주: 언리미티드","무간도 2 - 혼돈의 시대","히트","리클레임","폭력의 역사","뷰티풀 선데이","쓰리데이즈 투 킬","테이큰","닌자 어쌔신","콘트라밴드","니드 포 스피드","씬 시티","호스티지","프레셔스 카고 : 프로 범죄단","이지 머니","맨 온 파이어","마이애미 바이스","첩혈쌍웅","강철중: 공공의 적 1-1","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우",NA
1149,"woon****","72","아마겟돈","몬테 크리스토 백작","괴물","하이-라이즈","디스트릭트 9","브이 포 벤데타","크로니클","푸시","초능력자","미션 투 마스","혹성탈출: 반격의 서막","트랜센던스","더 웨이브","황후花","쉬리","말죽거리 잔혹사","어카운턴트","더 레블 - 영웅의 피","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","나는 야한 여자가 좋다","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티",NA
1152,"hjin****","38","레고 배트맨 무비","황금나침반","드래곤 길들이기 2","괴물","욤욤 공주와 도둑","쥬만지","박물관이 살아있다!","헬보이 2: 골든 아미","주토피아","진바오의 모험","인크레더블","쿵푸팬더3","업","쿵푸 팬더 2","쏜다","나 홀로 집에 2 - 뉴욕을 헤매다","솔드 아웃","타이탄","헌츠맨: 윈터스 워","미이라 3: 황제의 무덤","토르: 천둥의 신","섀도우 헌터스 : 뼈의 도시","캐리비안의 해적 - 세상의 끝에서","캐리비안의 해적 - 망자의 함","캐리비안의 해적 - 블랙 펄의 저주","몬스터 하우스","핸콕","사대명포","거침없이 쏴라! 슛 뎀 업","해리 포터와 아즈카반의 죄수",NA
1153,"jiyu****","48","동창생","탑 건","파이트 클럽","알투비:리턴투베이스","역도산","록키 발보아","화이트 하우스 다운","무적자","더 레슬러","동사서독 리덕스","암살","협녀 칼의 기억","베를린","황혼의 사무라이","우는 남자","강남 1970","천하제일검","무림쟁패: 황제암살단","의형제","표적","워리어","글래디에이터","러시 : 더 라이벌","정무문 : 100대 1의 전설","엽문","서울","아나키스트","대한민국 1%","스톤","전설의 주먹",NA
1155,"danc****","36","박치기!","미스터 고","고","은밀하게 위대하게","개들의 전쟁","덩크 슛","감자 심포니","조선미녀삼총사","간첩","쏜다","핸콕","괴물","헬보이 2: 골든 아미","폼페이: 최후의 날","바보들의 행진","수면의 과학","패밀리 맨","사랑과 영혼","강철중: 공공의 적 1-1","인 디 에어","실버라이닝 플레이북","시럽","황후花","스턱 인 러브","500일의 썸머","터미널","쉬리","왓 이프","말죽거리 잔혹사","이프 온리",NA
1156,"sksk****","54","더 웨이브","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","썸 오브 올 피어스","샌 안드레아스","더블 타겟","투어리스트","머큐리","제로 다크 서티","언스토퍼블","미친개들","타워링","나이트 플라이트","볼케이노","크림슨 타이드","메카닉","스니치","엣지 오브 다크니스","밴티지 포인트","스푹스:MI5","신의 전사","배틀로얄","하이-라이즈","디스트릭트 9","브이 포 벤데타","크로니클",NA
1157,"barb****","48","이탈리안 잡","식스틴 블럭","폭풍 속으로","도둑들","나는 아빠다","자바히트:살인면허","갱스 오브 뉴욕","레전드","나의 절친 악당들","테이큰 2","데스 위시","나에게 오라","4 브라더스","로우리스 : 나쁜 영웅들","인사동 스캔들","가디언스","나쁜 녀석들","친구","아저씨","완전범죄 프로젝트","종횡사해","레옹","마영정: 상해야인시대","킬 빌 - 2부","로드 오브 워","트레이닝 데이","옹박 - 두번째 미션","퍼펙트","사보타지","데드폴",NA
1160,"xxxx****","28","필라델피아","부러진 화살","다가오는 것들","노이 알비노이","릴리 슈슈의 모든 것","해안선","에곤 쉴레: 욕망이 그린 그림","내 인생의 마지막 변화구","푸른소금","플레이","나의 독재자","산다","디어리스트","뷰티풀 라이","아리아","오직 그대만","피아니스트","별이 빛나는 밤","천국의 책방 - 연화","타인의 멜로디","밤과 낮","설행_눈길을 걷다","도쿄!","오아시스","열한번째 엄마","다른나라에서","셀마","삼나무에 내리는 눈","허브","하류인생",NA
1167,"mich****","58","헬보이 2: 골든 아미","괴물","로스트 인 스페이스","코어","엑스맨: 퍼스트 클래스","심연","2012","월드워Z","블레이드 러너","신 고질라","리얼 스틸","엘리시움","설국열차","아이언맨","에반게리온: 파","에반게리온: Q","쏜다","킹스글레이브: 파이널 판타지 XV","왓치맨","마션","아포칼립토","감기","올 이즈 로스트","정복자 1453","신해혁명","가디언","하트 오브 더 씨","천하칠검 양가장","드래곤 블레이드","LA 대지진",NA
1171,"peri****","36","괴물","생텀","쏜다","포세이돈","더 웨이브","미스터 고","고","어카운턴트","잭 라이언 : 코드네임 쉐도우","한반도","언노운","에너미 오브 스테이트","13시간","은밀하게 위대하게","썸 오브 올 피어스","샌 안드레아스","더블 타겟","개들의 전쟁","투어리스트","덩크 슛","감자 심포니","머큐리","제로 다크 서티","언스토퍼블","미친개들","조선미녀삼총사","타워링","나이트 플라이트","간첩","볼케이노",NA
